Video ID,Video Title,Publish Date,View Count,Like Count,Dislike Count,Like-dislike Ratio
ekaZTFFXNSs,E-40 Asks a Fan to Save Him While Eating Spicy Wings | Hot Ones,2018-11-08T16:00:05Z,2100702,33649,1322,25.45
youbwdV9D2A,Mal funcionamiento del hígado - Problemas  musculares que  provocan. Fisioterapia Logroño,2018-06-01T16:51:02Z,1421730,25720,677,37.99
M-wat3TSQqY,Molly Makes Egg-in-a-Hole Sandwich with Bacon and Cheddar | From the Test Kitchen | Bon Appétit,2018-05-09T16:04:02Z,1772056,37883,756,50.11
nVom-6VROxo,Soldering for the First Time | Ask This Old House,2018-05-18T20:00:02Z,225256,2939,146,20.13
cygQ1Wdh8g0,How To Make Sushi - California Roll | Cooking with Marshmello,2018-11-13T16:00:03Z,526728,23522,397,59.25
zXoi-uyDeX0,How to Create a Dutch Door | Ask This Old House,2018-01-29T00:00:03Z,643155,5914,194,30.48
jIkISNw6TNo,Molly Makes Hanger Steak with Charred Scallion Sauce | From the Test Kitchen | Bon Appétit,2018-06-28T20:00:59Z,1025209,18002,258,69.78
hE3C7UTpGvs,This Late-Night Burger Is L.A.'s Secret Handshake | The Burger Show,2018-07-10T15:00:04Z,1685189,23499,972,24.18
IvIEZXQruxg,Inside Liev Schreiber’s Renovated NYC Apartment | Open Door | Architectural Digest,2018-06-04T16:03:35Z,2908441,36200,582,62.2
FXKs4od2lrE,Victoria Beckham Explains 6 Looks From Spice Girls To Now | Life in Looks | Vogue,2018-11-16T15:03:43Z,1788016,26998,568,47.53
SMIT1QZjk_M,Brad Makes BA's Best Piña Coladas | From the Test Kitchen | Bon Appétit,2018-09-10T16:01:00Z,2459177,60326,519,116.24
uobffNK-3_E,Joji and Rich Brian Grill Exotic Meats for a House Party | Feast Mansion,2018-10-31T15:00:08Z,1738606,52429,788,66.53
JvH4PSn4wm0,Inside Mandy Moore's $2.6 Million Mid-century Pasadena Home | Open Door | Architectural Digest,2018-06-21T17:00:32Z,5629594,84617,1823,46.42
DJFeaRWJdy8,Sasha Banks Bosses Up While Eating Spicy Wings | Hot Ones,2018-01-25T16:00:03Z,4976227,92872,2327,39.91
1n7t2ElxiBI,Andy Makes Classic Ratatouille | From the Test Kitchen | Bon Appétit,2018-06-07T20:00:32Z,1000928,19423,548,35.44
Pa3ao2TVn1A,Andy Makes the Crispiest Saffron Rice Cake | From the Test Kitchen | Bon Appétit,2018-03-06T17:00:19Z,857407,19134,305,62.73
Zztw2nc_ERw,"Nick Jonas Gets Met Gala Ready: Push-ups, Pizza, and Dreams of Rihanna | Vogue",2018-05-08T20:54:05Z,722519,20374,216,94.32
WxlcMB6lvHE,Olivia Wilde's Simple & Natural Beauty Routine | Beauty Secrets | Vogue,2018-01-04T18:55:51Z,2784412,47709,763,62.53
sexYJ-J-AVo,Brad Forages for Porcini Mushrooms | It's Alive | Bon Appétit,2018-10-18T16:16:11Z,2936718,57963,629,92.15
3noLSXXni7M,Andy Makes Khoresh Gheymeh (Persian Stew) | From the Test Kitchen | Bon Appétit,2018-10-19T16:00:29Z,783245,17767,254,69.95
vgzcRdJHCck,Riverdale Star Lili Reinhart's Guide to Fresh-Faced Makeup | Beauty Secrets | Vogue,2018-06-20T13:01:44Z,7615716,320577,2370,135.26
sbpHsedLxkM,How to Make Your Own Concrete | Ask This Old House,2018-10-14T23:00:03Z,199716,2701,111,24.33
TMfVEkfXEV8,Jeff Goldblum Says He Likes to Be Called Daddy While Eating Spicy Wings | Hot Ones,2018-08-30T15:00:03Z,6424923,171654,6276,27.35
MfH0oirdHLs,Adam Carolla Rants Like a Pro While Eating Spicy Wings | Hot Ones,2018-10-25T15:00:03Z,1801111,29553,2145,13.78
OFwskHrtYQ4,Quantum Wavefunction | Quantum physics | Physics | Khan Academy,2018-06-25T17:36:29Z,192725,3784,60,63.07
bF39Xet-3Nk,Brad Makes Black Garlic | It's Alive | Bon Appétit,2018-11-01T16:00:33Z,4707397,81177,1526,53.2
piO-68zx2UQ,Molly Makes Fresh Herb Falafel | From the Test Kitchen | Bon Appétit,2018-05-22T16:04:59Z,1416399,32175,418,76.97
oidnwPIeqsI,Brad and Claire Make Sourdough Bread | It's Alive | Bon Appétit,2018-03-15T16:01:54Z,9296735,128448,2124,60.47
nCMGU846iTI,Brad Makes Chocolate: Part 2 | It's Alive | Bon Appétit,2018-02-15T17:00:46Z,2941420,56932,513,110.98
hM_BYbi3vPI,Molly Makes Pan-Roasted Brined Pork Chops | From the Test Kitchen | Bon Appétit,2018-03-20T16:00:25Z,1020778,15042,409,36.78
B1WMNP6NY6s,Chrissy Teigen Gets Drunk on Spicy Wings | Hot Ones,2018-10-04T15:00:01Z,5457193,97501,8091,12.05
BS1w-u8-C9Q,Andy Makes Grilled Salmon with Lemon Sauce | From the Test Kitchen | Bon Appétit,2018-09-05T16:01:44Z,795609,16624,301,55.23
fuOnYDEIjUA,Pastry Chef Attempts To Make Gourmet Twizzlers | Gourmet Makes | Bon Appétit,2018-09-18T16:00:33Z,7159384,124149,2581,48.1
A3IF6doyeF0,"Molly Makes Orecchiette with Buttermilk, Peas and Pistachios | From the Test Kitchen | Bon Appétit",2018-06-23T16:01:07Z,882886,18979,206,92.13
uyFOhoIWt78,Molly Makes Scallops with Corn and Chorizo | From the Test Kitchen | Bon Appétit,2018-09-17T16:01:08Z,1605863,28373,664,42.73
tBVlCSWH4Eo,Carla Makes BA's Best Shrimp Scampi | From the Test Kitchen | Bon Appétit,2018-04-24T16:00:54Z,1901802,31805,1150,27.66
HY8HQUlepE0,Molly Makes Arancini | From the Test Kitchen | Bon Appétit,2018-11-08T17:00:56Z,1772445,36373,800,45.47
mpnshdmtE2Y,Carla Makes BA Smashburgers | From the Test Kitchen | Bon Appétit,2018-06-12T16:03:58Z,3678555,54754,2871,19.07
s7Cn0XHvBx0,French Supermodel Cindy Bruna's Guide to the Parisian Smoky Eye | Beauty Secrets | Vogue,2018-03-28T13:00:41Z,984211,30752,238,129.21
xnZM05vETQc,Brad Makes Garlic Miso | It's Alive | Bon Appétit,2018-10-04T16:00:44Z,3413418,54888,790,69.48
NzG4o-yeFMo,Molly Makes Pumpkin Bread with Maple Butter | From the Test Kitchen | Bon Appétit,2018-11-27T17:00:57Z,888685,21854,346,63.16
z0ydjY_sALc,How to Replace a Main Shutoff Valve | Ask This Old House,2018-12-09T21:00:06Z,387187,3247,115,28.23
SwWO5bA46jg,Andy Makes Shrimp and Basil Stir Fry | From the Test Kitchen | Bon Appétit,2018-09-22T16:00:41Z,844619,23937,287,83.4
9nwIe07x4ws,Jhené Aiko's Ultimate Guide to Color Correcting | Beauty Secrets | Vogue,2018-08-17T13:01:04Z,3423902,114660,957,119.81
dMPTxTmZDzE,Rick Makes Chocolate Chip Toffee Cookies | From the Test Kitchen | Bon Appétit,2018-11-23T17:00:41Z,1407714,48072,718,66.95
UTxt7WlPTuY,Carla Makes Coq au Vin: Instant Pot Essentials | From the Test Kitchen | Bon Appétit,2018-02-13T17:00:12Z,785908,12003,329,36.48
KONe4SNFA64,Rihanna's Epic 10-Minute Guide to Going Out Makeup | Beauty Secrets | Vogue,2018-05-03T11:00:09Z,33660058,1291412,15928,81.08
SgiW_1Ry2dY,Carla and Ina Garten Make Chocolate-Pecan Scones | From the Test Kitchen | Bon Appétit,2018-10-29T16:00:56Z,1576543,35168,481,73.11
H2nY7Tu1Qgs,Pastry Chef Attempts To Make Gourmet Cheetos | Bon Appétit,2018-03-21T16:00:42Z,8118397,128231,2933,43.72
Rvdwl40oek0,3 cosas que debes saber sobre las contracturas musculares. Fisioterapia Logroño,2018-08-01T21:43:42Z,746888,14328,451,31.77
zF2QwHnk3EE,Natalie Portman Pirouettes in Pain While Eating Spicy Wings | Hot Ones,2018-06-14T15:00:15Z,9341756,172111,8753,19.66
7q-VS6pyUiM,Carla Makes Pasta e Fagioli | From the Test Kitchen | Bon Appétit,2018-12-14T17:00:02Z,1662693,28724,648,44.33
t5uVXqNLMDc,Hailey Bieber’s 5-Step Guide to Faking a California Glow | Beauty Secrets | Vogue,2018-04-24T13:05:03Z,17134747,332091,22564,14.72
i80OccEM1Fo,Brad Prepares and Cooks Pheasant | It's Alive | Bon Appétit,2018-11-30T17:00:47Z,2140920,43123,703,61.34
XSg9Xc3ie_A,Rosie Huntington-Whiteley's Guide to Perfect Baby Skin | Beauty Secrets | Vogue,2018-03-13T13:00:19Z,3331963,58618,877,66.84
rTOJZUQAwW8,Troye Sivan's Epic No Makeup-Makeup Routine | Beauty Secrets | Vogue,2018-10-12T13:42:12Z,4347814,257880,3271,78.84
o2572Ar0VNU,Binging with Babish and Sean Evans Battle to Make the Perfect Filled Calzone | Sean in the Wild,2018-05-22T15:00:04Z,2492421,56440,661,85.39
hLsj8i3ihTo,Molly Makes Classic Shrimp Cocktail | From the Test Kitchen | Bon Appétit,2018-09-14T16:01:13Z,899411,16799,512,32.81
cTQLoT59QFo,How Top Model Adesuwa Aighewi Gets Runway Ready | Diary of a Model | Vogue,2018-12-10T20:30:12Z,1050319,34802,438,79.46
mQYdS3YCEss,Molly Makes Cornbread Muffins with Honey Butter | From the Test Kitchen | Bon Appétit,2018-07-18T16:00:23Z,1010563,26747,320,83.58
406z8OM27dQ,Chiara Ferragni's Wedding Dress Fitting | Vogue,2018-09-01T19:43:27Z,1645603,32396,523,61.94
md7G0wxZQIA,Inside Miguel and Nazanin Mandi's Wedding Preparations | 24 Hours With | Vogue,2018-11-27T22:20:55Z,586633,14110,159,88.74
Zi6wSrGZ0rc,How to Paint MDF Furniture | Ask This Old House,2018-11-14T21:00:03Z,76638,1175,46,25.54
qBlEtLWtNzw,Brad and Matty Matheson Make Fish Tacos | It's Alive | Bon Appétit,2018-07-12T16:05:38Z,5288703,89987,1536,58.59
E7s2Zsoku0I,우엉을 건강하게 먹는 가장 좋은 방법은?,2018-08-07T08:29:55Z,386015,12258,238,51.5
5yhX-FuqKao,Molly Makes a Grilled Chicken Sandwich | From the Test Kitchen | Bon Appétit,2018-09-28T16:01:11Z,1623342,31344,475,65.99
6OsLi9mHeQs,Brad Makes Beet Kvass | It's Alive | Bon Appétit,2018-06-07T16:02:37Z,2938623,43284,612,70.73
S-m8ttdfQuw,Carla Makes Blueberry-Ginger Pie | From the Test Kitchen | Bon Appétit,2018-07-10T16:00:41Z,1777705,38659,615,62.86
AipmQ2HWOxg,Claire Makes Homemade Ice Cream Sandwiches | From the Test Kitchen | Bon Appétit,2018-08-22T18:00:43Z,4185352,81734,1538,53.14
y6GJV8Qwbck,Inside Lily Aldridge's Nashville Home | Open Door | Architectural Digest,2018-08-08T12:01:09Z,2651195,40493,1025,39.51
Mjz2aZ350vg,Claire Makes Best-Ever Barbecued Ribs | From the Test Kitchen | Bon Appétit,2018-06-08T16:03:49Z,1834112,30811,788,39.1
lrkkRj7a46g,"Candice Swanepoel's 10-Minute Guide to ""Fake Natural"" Makeup and Faux Freckles | Beauty Secrets",2018-10-19T13:44:13Z,11435096,246519,4187,58.88
ATGZ58IRwfE,Inside Nate Berkus and Jeremiah Brent's California Dream House | Open Door | Architectural Digest,2018-02-07T17:00:24Z,3491424,43731,1487,29.41
qwaaL6cgvX0,Wrenches that Make Plumbing Easier | Ask This Old House,2018-06-06T20:00:01Z,111001,1443,38,37.97
R_Ws7lxYvOM,Jeanne Damas Does French-Girl Red Lipstick—And a 5-Second Easy Bang Trim | Beauty Secrets | Vogue,2018-12-05T14:54:55Z,2815657,72106,1677,43
mdTv3V4ALzg,Inside Zachary Quinto's $3.2 Million NYC Loft | Open Door | Architectural Digest,2018-05-08T16:02:47Z,3280416,44778,1622,27.61
94-x0GPXIUc,우엉이 찬 음식? 몸이 차다는 사람에게 정말 안좋은 음식일까?,2018-08-07T08:12:12Z,139801,4540,67,67.76
Wkgt4oyK6rc,Al Roker Gets Hit by a Heat Wave of Spicy Wings | Hot Ones,2018-08-02T15:00:05Z,2128798,37047,1971,18.8
GZtl5keFiuQ,Jay Park Breaks Down Korean Bar Food | Curry Shop,2018-11-19T16:00:03Z,767845,23249,478,48.64
y12Q8cnh-xo,"Gigi & Bella Hadid, Taylor Hill and More Victoria's Secret Models Play Two Truths and a Lie | Vogue",2018-11-19T14:01:13Z,1015476,21370,439,48.68
yH64Nlwk_Vs,Victoria's Secret Model Kelsey Merritt's Guide to Freckles & Better Brows | Beauty Secrets | Vogue,2018-11-13T14:29:08Z,5538349,185048,1914,96.68
l2_kmWm3P1I,How to Paint a Room Like a Pro | Ask This Old House,2018-02-19T00:00:02Z,782923,6679,402,16.61
LSlwVJaZSe4,RuPaul’s Drag Race Star Aquaria Gets Ready for Pride Week | Beauty Secrets | Vogue,2018-06-06T13:00:27Z,2431629,82788,1460,56.7
uw4lBrezHLA,Andy Makes Thanksgiving Turkey | From the Test Kitchen | Bon Appétit,2018-11-05T17:00:54Z,1483656,23194,1240,18.7
GuKSrYux-Is,Cole Sprouse on Interning at the Met and His Artistic Aspirations | Met Gala 2018 With Liza Koshy,2018-05-08T04:28:05Z,1999629,68294,233,293.11
TudhYwBrgYg,Pastry Chef Attempts To Make Gourmet Skittles | Gourmet Makes | Bon Appétit,2018-06-05T16:03:55Z,12781329,214902,5889,36.49
r1t_ITj1qoA,Brad Makes Olive Oil (In Italy!) | It's Alive | Bon Appétit,2018-12-13T17:15:01Z,3167387,72060,969,74.37
3WiZQ-Ohb58,Actress Jessica Rothe's Guide to Clear Skin | Beauty Secrets | Vogue,2018-01-10T17:31:06Z,904594,16803,203,82.77
WneaHMzgurk,Emily Ratajkowski’s 5-Minute Date-Night Look | Beauty Secrets | Vogue,2018-09-06T13:00:50Z,8728862,193254,5099,37.9
-acY11JJbj4,Colon irritable - Problemas musculares que puede provocar. Fisioterapia Logroño,2018-05-19T21:58:13Z,70627,949,42,22.6
YGpK6U56oHM,Brad Makes Beef Jerky | It's Alive | Bon Appétit,2018-09-06T17:00:35Z,6661060,102069,3264,31.27
aMYXkixz84g,Brad Goes Pheasant Hunting | It's Alive | Bon Appétit,2018-11-15T17:01:11Z,2484783,54800,1326,41.33
SoO2sLjt8Lg,How to Make Handmade Soba Noodles | Handcrafted | Bon Appétit,2018-03-22T16:02:04Z,2891274,51753,1187,43.6
Vjx0vSx80W8,How to Clean Paintbrushes Like a Pro | Ask This Old House,2018-05-28T20:00:00Z,291155,3084,248,12.44
Qb6CKuD1GTk,Kim Kardashian West's Guide to Viral Holiday Glam | Beauty Secrets | Vogue,2018-12-20T17:00:09Z,8570783,202901,8706,23.31
RoTrH4gHyaw,Carla Makes a Salted Caramel-Chocolate Tart | From the Test Kitchen | Bon Appétit,2018-12-28T17:00:05Z,1665989,35839,441,81.27
HD5PT7bvcis,16 Philly Cheesesteaks in 12 Hours. Which Is the Best? | Bon Appétit,2018-01-03T17:00:29Z,3178890,35474,1687,21.03
2Sl_9VMeAWg,Pastry Chef Attempts to Make Gourmet Sno Balls | Gourmet Makes | Bon Appétit,2018-11-14T17:00:59Z,6629943,153827,2275,67.62
IeM8OReKzfQ,Pastry Chef Attempts to Make Gourmet Snickers | Gourmet Makes | Bon Appétit,2018-12-21T17:00:09Z,7567467,141772,3508,40.41
l4UAfC53FDA,Lily-Rose Depp Gets Ready for Chanel’s Métiers d'Art Show | Vogue,2018-12-07T17:00:10Z,1622632,40210,576,69.81
4A9hIc7YEHM,"Jennifer Hudson's Perfect Cat Eye ""Swoop"" | Beauty Secrets | Vogue",2018-12-11T17:02:27Z,496398,14492,441,32.86
4ZP7ft-HZs0,Model Hannah Ferguson's Guide to Her Magic Matte Red Lip | Beauty Secrets | Vogue,2018-07-24T14:12:30Z,1751557,43256,395,109.51
g1GFJxVeH9c,Pastry Chef Attempts to Make Gourmet Instant Ramen | Gourmet Makes | Bon Appétit,2018-11-29T21:13:45Z,11258686,199964,6750,29.62
2dkl0fUKHAM,Inside Ricky Martin's Serene Los Angeles Home | Open Door | Architectural Digest,2018-01-09T13:00:44Z,6968771,80495,5381,14.96
gZOTWh145Dw,Kendall Jenner Gets Ready for the 2018 Met Gala | Vogue,2018-05-08T13:39:21Z,5273697,71647,4628,15.48
3ZtN78fMk-g,Claire Makes Pasta Salad with Romesco | From the Test Kitchen | Bon Appétit,2018-09-07T16:01:01Z,1554523,29705,307,96.76
VrujyWdMSTc,"CREMA PASTELERA | FÁCIL, RÁPIDA Y SIN GRUMOS | Quiero Cupcakes!",2018-08-10T14:30:00Z,3887087,104702,2807,37.3
F7VOCR3wWhM,Carla Makes an Apple Tart | From the Test Kitchen | Bon Appétit,2018-11-16T17:00:32Z,1506579,27604,510,54.13
UysiGvY5wKA,Cómo  empezar a pisar tras una inmovilización o escayola. Fisioterapia Logroño,2018-08-01T21:41:41Z,66782,897,24,37.38
rFFSBzsPn0k,Family Transforms Tiny Suburban Backyard into Thriving Permaculture Gardens – Abdallah Hosue Tour,2018-08-06T09:02:30Z,519284,11484,140,82.03
Di4Vdn9e_G0,Priya Makes Dahi Toast | From the Test Kitchen | Bon Appétit,2018-10-11T16:00:56Z,1234071,30487,1038,29.37
KF-XN-poYYU,The Victoria’s Secret Angels' Plaza Hotel Sleepover | Vogue,2018-11-21T14:48:05Z,799315,21527,630,34.17
GL4I2SEuptE,Vanessa Hudgens Does Tongue Twisters While Eating Spicy Wings | Hot Ones,2018-12-13T16:00:01Z,6020560,105811,6640,15.94
bKogt2rW5Bg,ejercicios para el nervio ciático en Fisioterapia Logroño,2018-05-19T21:41:34Z,591248,9961,400,24.9
YLJ52z7eVek,Arroz a La Cubana a mi manera (Un arroz blanco perfecto y sin plátano). Loli Domínguez,2018-08-06T16:39:22Z,206612,4107,160,25.67
GOUvZrKiRI8,Inside Tommy Hilfiger’s $50 Million Plaza Hotel Penthouse | Open Door | Architectural Digest,2018-04-25T16:47:02Z,13111688,127189,6949,18.3
hreGatWkrmE,Supermodel Natasha Poly's 3-Step Perfect Cat-Eye | Beauty Secrets | Vogue,2018-05-22T13:00:46Z,1493330,29183,472,61.83
sAD1nayZ9dk,Brad Makes Sourdough Pizzelle Cookies | It's Alive | Bon Appétit,2018-08-09T16:00:32Z,4002408,62080,1265,49.08
8bZwObQt4xg,How to Tightly Fit an Antique Door | Ask This Old House,2018-05-27T23:00:02Z,796342,6114,146,41.88
NcNl237RKnQ,GoPro Fusion: Introducing Mobile OverCapture with the GoPro App,2018-01-09T13:45:01Z,262454,1712,65,26.34
BgeprtNyAHw,Inside Alexander Wang’s Spring 2019 Show | Vogue,2018-06-05T16:24:07Z,363971,11311,150,75.41
mrZ8MeC98EY,Imaan Hammam’s “No Sleep” Beauty Routine | Beauty Secrets | Vogue,2018-09-19T13:00:58Z,1658943,54680,405,135.01
9-GE0ZT3Ze4,"Dulce de membrillo ¡RECETA TRADICIONAL, LA DE TODA LA VIDA! Casero y muy fácil. Loli Domínguez",2018-11-15T17:01:28Z,871987,25640,845,30.34
3y75zBl37f8,Adam Rippon Competes in the Olympics of Eating Spicy Wings | Hot Ones,2018-03-15T14:58:52Z,2377129,46961,5930,7.92
vCJ6U7mQmYw,"Kylie Jenner's Guide to Lips, Brows, Confidence | Beauty Secrets | Vogue",2018-06-27T18:45:10Z,34615085,803449,36232,22.18
2QfPtqWwT20,Brooke Shields Takes Us Inside Her Manhattan Townhouse on Met Gala Day | Vogue,2018-05-08T22:01:30Z,939671,7938,417,19.04
MUExoqhDr_E,Expert Guesses Cheap vs. Expensive Bed Sheets | Price Points: Home | Architectural Digest,2018-08-06T16:00:46Z,647803,16981,338,50.24
HphRKCxIK_Q,Inside Alessandra Ambrosio's Home | Open Door | Architectural Digest,2018-10-10T16:00:42Z,6771320,96823,2646,36.59
zl0qYiAT5D0,CRÉME BRÛLÉE O CREMA QUEMADA | Quiero Cupcakes!,2018-04-06T14:30:03Z,453711,21665,233,92.98
qcwN9fNw7N4,Taylor Hill's 10-Minute Guide to Her Fall Look | Beauty Secrets | Vogue,2018-10-26T17:00:49Z,11017766,237261,4176,56.82
D_s4fjbC6a4,"Lawn Care 101: How to Weed, Seed, Feed, Mow, & Water",2018-09-11T14:30:02Z,2319315,1856,93,19.96
CpciaSlmzWQ,Adriana Lima Gets Ready for the Tom Ford Show | Vogue,2018-09-07T13:01:04Z,1004935,18685,394,47.42
vcHtRxhe8rk,Carla Makes Grilled Pizza | From the Test Kitchen | Bon Appétit,2018-08-02T16:01:12Z,1186654,22024,444,49.6
tSSMZj1BmKE,Molly Makes Classic Caesar Salad | From the Test Kitchen | Bon Appétit,2018-08-27T16:00:18Z,2094006,32783,1893,17.32
pCL2vh9A-1g,Pollo a la pepitoria. Receta de guiso tradicional de mi abuela. Recetas paso a paso. Loli Domínguez,2018-10-01T15:57:02Z,96239,4920,63,78.1
mcLobJ1wKqQ,FAMOSÍSIMA Tarta de queso La Viña (San Sebastián CheeseCake). Loli Domínguez,2018-09-20T16:35:57Z,1755302,50979,1215,41.96
l50AIX389nw,"Kendall Jenner, Cara Delevingne, and Bella Hadid Backstage at the Off-White 2019 Show | Vogue",2018-09-29T13:01:00Z,1450553,27532,826,33.33
DPGxCageub8,How to Patch a Chipped Wood Floor | Ask This Old House,2018-01-08T00:00:02Z,1053575,6284,336,18.7
4YTQTqbIkf0,Anna Wintour's Secret Talent | Vogue,2018-07-12T13:30:27Z,338649,9248,219,42.23
UE-kaxIiNPQ,Rihanna on Her Divine Dress and Co-Hosting With Anna Wintour | Met Gala 2018 With Liza Koshy,2018-05-08T01:27:08Z,3774300,89066,1701,52.36
za-ogD7nLi8,Inside Michael Kors' Penthouse Apartment in Greenwich Village | Open Door | Architectural Digest,2018-08-01T12:00:48Z,5428853,53050,2940,18.04
ymSA8laKMlw,👉🏼🔥Cómo HACER HIPOPRESIVOS correctamente || En Suelo Firme,2018-06-13T13:00:07Z,475875,14731,256,57.54
CoUJu1LByxU,Joan Smalls' Guide to Sculpting—Not Contouring!—Your Skin | Beauty Secrets | Vogue,2018-08-22T13:00:50Z,706047,15625,318,49.14
WeNaMlibiak,Sustainable City Living on 1/10th of an Acre | Degrowth in the Suburbs,2018-10-21T05:32:51Z,450732,12722,250,50.89
QU-k9uGmhIQ,Rick Makes Double-Pork Carnitas and Corn Tortillas | From the Test Kitchen | Bon Appétit,2018-11-12T17:01:15Z,766509,15499,694,22.33
q_V1EOa-Ly8,Jellyfish Salad (Haepari-Naengchae: 해파리냉채),2018-09-11T23:34:34Z,306481,7903,171,46.22
AoktpjjCLdM,How to Make 12 Types of Sushi with 11 Different Fish | Handcrafted | Bon Appétit,2018-09-13T16:00:49Z,5574151,99844,2325,42.94
GP-P16Fth40,How To Install A Prehung Exterior Door,2018-02-08T02:15:10Z,1177940,6502,387,16.8
ZNQR6J6fiV8,"Hailey Baldwin, Gigi Hadid & Emily Ratajkowski Backstage at Versace’s Show | Vogue",2018-12-06T17:02:45Z,852811,16942,388,43.66
VyaxDWLe6A4,Every Way to Cook a Chicken Breast (32 Methods) | Bon Appétit,2018-09-27T19:30:21Z,11421991,175076,12659,13.83
vGE-vZIQ_i4,Dorada al horno con patatas ESPECIAL PARA NAVIDAD. Receta fácil. Loli Domínguez,2018-12-10T17:10:53Z,215806,7365,156,47.21
pXun8LOARGk,"GLASEADO ESPEJO MARMOLADO | Tarta SIN HORNO de CHOCOLATE BLANCO, MANGO Y FRAMBUESAS",2018-03-09T15:30:01Z,1393410,50641,949,53.36
rxpNkAbZROc,POLLO a la MIEL | Recetas de cocina Fáciles y Rápidas,2018-05-17T19:02:19Z,307890,8154,167,48.83
XXnoFUmhdYQ,Cómo hacer Salmón al Horno de forma Fácil y Rápida,2018-05-20T17:35:12Z,1086987,17524,668,26.23
Ew-3-8itpjc,How to Make 29 Handmade Pasta Shapes With 4 Types of Dough | Handcrafted | Bon Appétit,2018-02-07T17:45:37Z,8984534,174580,2612,66.84
zhlD5Fr8GIE,Brazilian Pop Star Pabllo Vittar's Spectacular 15-Minute Drag Transformation | Beauty Secrets,2018-11-27T14:11:47Z,4202268,336625,10849,31.03
-QXq49T9H9Q,"Bizcocho de nata y manzana súper jugoso y muy fácil. Recetas paso a paso, tutorial. Loli Domínguez",2018-10-31T17:39:04Z,137880,6966,112,62.2
ULbGKH60zJI,Lomo de cerdo en Salsa sin Horno | Receta muy Fácil para Navidad,2018-12-16T18:25:46Z,255331,7732,165,46.86
Ku-EamHVJKA,Pollo Frito | Receta muy Fácil y súper Deliciosa,2018-04-15T18:03:20Z,1994331,37412,1337,27.98
xtRzIVOZ4T8,TARTA DE MANGO | POSTRE SIN HORNO | Quiero Cupcakes!,2018-08-24T14:30:01Z,1006966,38320,663,57.8
syLgfyoecG4,NEW YORK CHEESECAKE + TRUCOS PARA EVITAR GRIETAS | Quiero Cupcakes!,2018-05-04T14:30:00Z,1237071,46299,675,68.59
FTMdtRZf4kA,Costillas de Cerdo al Horno deliciosas y con Truco para que queden Tiernas,2018-08-19T16:03:52Z,2543806,34093,1634,20.86
jD5EwJncYLw,"[바른자세 만들기_11] 슬기로운 거북목,일자목, 역C 효과직빵 운동!   Best Cervical Curve  Exercise for Military Neck!",2018-03-30T04:38:43Z,941435,23682,266,89.03
KxAcmlXp-1E,"Fluoxetina, cuándo y cómo debemos tomarla - #TuFarmacéuticoInforma",2018-03-02T08:30:00Z,538000,3851,229,16.82
YHhAsSoP04c,How to Replace and Install a Toilet,2018-06-08T14:10:30Z,276423,2096,92,22.78
UaXbxtuI5WQ,How to Sharpen a Chainsaw | Ask This Old House,2018-07-20T20:00:01Z,84640,739,74,9.99
8Tt6hpi7Pjw,LA MEJOR CREMA DE LIMÓN DEL MUNDO | LEMON CURD  + 10 IDEAS PARA UTILIZARLA | Quiero Cupcakes!,2018-09-28T15:02:22Z,631200,29336,378,77.61
D6IfPbVcHP4,Mejillones a la marinera. Receta muy fácil y rápida. Receta paso a paso. Loli Domínguez,2018-09-10T16:37:47Z,107869,6759,86,78.59
Kh6kyMsa_LM,Super Long Hair ~ Heal any Follicle Damage ~ Classical Music,2018-01-23T02:37:24Z,154319,1893,63,30.05
POq0ROpPgPo,🤔👉🏼Cómo SABER SI TIENES DIÁSTASIS abdominal || En Suelo Firme,2018-08-01T13:00:06Z,211945,4392,77,57.04
h7iUws89O0o,Carla Makes Grilled Chicken Wings with Shishito Peppers | From the Test Kitchen | Bon Appétit,2018-08-20T16:01:06Z,871205,12128,558,21.73
uldr-gKPxTs,Halima Aden's Epic Guide to Glowing Skin & Golden Eyes | Beauty Secrets | Vogue,2018-11-20T20:00:10Z,2265130,98022,1077,91.01
EoNoFpUs3tA,Berenjena Frita | Muy Fácil y con textura Crujiente!,2018-07-08T15:02:17Z,199974,6617,101,65.51
D-1ZJIQqgUg,How to Make the Perfect Burger According to Science | The Burger Show,2018-07-24T15:00:01Z,1560915,21004,2135,9.84
aeLselsHtiA,Inside Katy Perry’s Over the Top Met Gala | Vogue,2018-05-08T18:51:06Z,1045897,16435,712,23.08
-UNFRt0RC4Q,How to Install Blown-in or Loose Fill Insulation,2018-03-28T14:12:35Z,256064,1582,81,19.53
wWoMzuxrqdc,"Naproxeno, cuándo y cómo debemos tomarlo - #TuFarmacéuticoInforma",2018-06-29T07:30:02Z,465214,3573,222,16.09
mr0Txm8AIQ4,Solange on Her Braided Halo & Performing With Beyoncé at Coachella | Met Gala 2018 With Liza Koshy,2018-05-08T04:56:23Z,577853,11847,115,103.02
DzJwC3ItkT4,DONAS o DONUTS FÁCILES en forma de PIÑA | Quiero Cupcakes!,2018-06-29T14:30:19Z,686348,31454,446,70.52
73uiwr9z_f8,CUPCAKES SELVA NEGRA | MEGA DELICIOSOS 🍫😋🍒 | Quiero Cupcakes!,2018-06-08T14:30:00Z,763318,40022,383,104.5
